timestamp,frame,video_time_sec,track_id,raw_activity,smoothed_activity,semantic_activity,material_handling,material_confidence,confidence,velocity,ankle_motion,wrist_motion,wrist_hip_distance,torso_angle,knee_angle,mh_bending_ratio,mh_walking_ratio,mh_active_ratio,mh_wrist_motion,mh_pickup,mh_stationary,mh_standing_idle_ratio,mh_wrist_hip_distance
1786903112.947001,3,0.08,2,standing,standing,standing,0,0.0,0.75,0.0,0.0,0.0,0.5887621695315417,6.4450097974009015,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903112.9898996,4,0.12,2,standing,standing,standing,0,0.0,0.75,0.07675578957517538,0.0,0.1140499792244864,0.5855718141738585,7.406158744159953,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.0354939,5,0.16,2,carrying,carrying,carrying,0,0.0,0.651815078007148,0.10540103997997427,0.0,0.12435646265669607,0.5863584633452468,7.331086473906186,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.0993066,6,0.2,2,carrying,carrying,carrying,0,0.0,0.6472455569438896,0.10245205767271337,0.0,0.13500339558291174,0.5787425949064828,7.863895407436043,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.185008,7,0.24,2,carrying,carrying,carrying,0,0.0,0.6444423914571101,0.08772146747351832,0.0,0.12144774745757028,0.5740706524285168,8.38530669919781,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.2825985,8,0.28,2,standing,carrying,carrying,0,0.0,0.75,0.071580740995452,0.0,0.09980179680145437,0.5723375904816822,8.550299442807479,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.4444273,9,0.32,2,standing,carrying,carrying,0,0.0,0.75,0.06049524601376106,0.0,0.08511061361083634,0.5716037095050533,8.571263742816353,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.492998,10,0.36,2,standing,carrying,carrying,0,0.0,0.75,0.05563512949651359,0.0,0.07484656654541195,0.5705211094303517,8.61802850415668,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.623286,11,0.4,2,standing,carrying,carrying,0,0.0,0.75,0.05167352159684366,0.0,0.06750152651521257,0.5665792544677459,8.833338225241862,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.7235892,12,0.44,2,standing,standing,standing,0,0.0,0.75,0.04943191900443068,0.0,0.062223094792258925,0.5625212261684494,9.089897793636307,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903113.8582444,13,0.48,2,standing,standing,standing,0,0.0,0.75,0.04863637812109731,0.0,0.05190044572772828,0.5568061975474057,9.402467152768356,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903114.0615535,14,0.52,2,unknown,standing,standing,0,0.0,0.3,0.037972094183981876,0.0,0.0425366436325309,0.5507511110231608,9.830219604208526,129.9412550269363,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903114.1369677,15,0.56,2,unknown,standing,standing,0,0.0,0.3,0.032798025634144766,0.0,0.03001847267464539,0.5453895665522731,10.302690377875154,129.9412550269363,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903114.2877026,16,0.6,2,unknown,standing,standing,0,0.0,0.3,0.03260961842602187,0.0,0.02861428200136447,0.5420594685083311,10.65383521639941,129.9412550269363,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903114.4466696,17,0.64,2,unknown,standing,standing,0,0.0,0.3,0.041759858578781825,0.0,0.03222746766686274,0.5403807277121766,10.632933004888397,129.9412550269363,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903114.577764,18,0.68,2,unknown,standing,standing,0,0.0,0.3,0.04519125211166362,0.0,0.03834759798045906,0.5363055975363008,10.932276704722131,129.9412550269363,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903114.6641502,19,0.72,2,unknown,unknown,unknown,0,0.0,0.3,0.04828076839843475,0.0,0.04346698829905644,0.5319271817118556,11.256667681177419,129.9412550269363,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903114.762797,20,0.76,2,unknown,unknown,unknown,0,0.0,0.3,0.04907995479054829,0.0,0.04536580427350631,0.5281324369432071,11.523755129256019,129.9412550269363,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903114.8922696,21,0.8,2,unknown,unknown,unknown,0,0.0,0.3,0.05297066213335931,0.0,0.04764367251700771,0.5259459839106363,11.686947109181972,129.9412550269363,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786903115.034054,22,0.84,2,unknown,unknown,unknown,0,0.0,0.3,0.04744841406226693,0.0,0.04925777166102288,0.5256381222610051,11.763062579291988,129.9412550269363,0.0,0.0,0.15,0.06468601648105114,0,0,0.4,0.5570202489072641
