session_id,worker_id,device_id,camera_track_id,camera_id,baseline_activity,baseline_confidence,stgcn_activity,stgcn_confidence,vision_timestamp,android_timestamp,backend_receive_time,mobile_backend_receive_time,vision_age_ms,mobile_age_ms,source_time_delta_ms,mobile_missing,mobile_stale,connection_state,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,gps_missing
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5449270009994507,2026-08-16T13:55:20.458966Z,2026-08-16T13:55:20.469000Z,2026-08-16T13:55:20.412780Z,2026-08-16T13:55:19.757242Z,-46.186,-711.758,-10.034,False,False,connected,-0.2670283019542694,-9.781062126159668,-0.2064998894929886,0.0109582692384719,0.0026979325339198,0.0087099922820925,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5448685884475708,2026-08-16T13:55:20.699245Z,2026-08-16T13:55:20.677000Z,2026-08-16T13:55:20.653956Z,2026-08-16T13:55:19.900819Z,-45.289,-776.181,22.245,False,False,connected,-0.3765630424022674,-9.78173542022705,-0.0389057770371437,0.0024647780228406,0.0075109112076461,0.0112247318029403,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5449029803276062,2026-08-16T13:55:20.945472Z,2026-08-16T13:55:20.995000Z,2026-08-16T13:55:20.898401Z,2026-08-16T13:55:20.284636Z,-47.071,-710.364,-49.528,False,False,connected,-0.3660883903503418,-9.76894187927246,-0.1835305243730545,0.0006328483577817,0.0068447547964751,-0.0027312403544783,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5448822975158691,2026-08-16T13:55:21.156328Z,2026-08-16T13:55:21.213000Z,2026-08-16T13:55:21.109728Z,2026-08-16T13:55:20.434823Z,-46.6,-778.177,-56.672,False,False,connected,-0.2607435286045074,-9.80133819580078,-0.1619827151298523,0.011507848277688,-0.0030476646497845,-0.0019318530103191,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5449323654174805,2026-08-16T13:55:21.370337Z,2026-08-16T13:55:21.322000Z,2026-08-16T13:55:21.347084Z,2026-08-16T13:55:20.541128Z,-23.253,-780.872,48.337,False,False,connected,-0.2697217762470245,-9.797372817993164,-0.1342997550964355,0.0092429174110293,-0.0040302448906004,-0.0003996937302872,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5448728799819946,2026-08-16T13:55:21.535122Z,2026-08-16T13:55:21.530000Z,2026-08-16T13:55:21.487700Z,2026-08-16T13:55:20.807749Z,-47.422,-722.251,5.122,False,False,connected,-0.1972223669290542,-9.79984188079834,-0.2089689224958419,0.0023148928303271,-0.0065283305011689,-0.0034640121739357,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5446098446846008,2026-08-16T13:55:21.662267Z,2026-08-16T13:55:21.739000Z,2026-08-16T13:55:21.618265Z,2026-08-16T13:55:20.957187Z,-44.002,-781.813,-76.733,False,False,connected,-0.2511667311191559,-9.771410942077637,-0.1265185922384262,0.0095759956166148,0.0129733914509415,-0.0014488897286355,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5443069338798523,2026-08-16T13:55:21.767599Z,2026-08-16T13:55:21.739000Z,2026-08-16T13:55:21.721436Z,2026-08-16T13:55:20.957187Z,-46.163,-781.813,28.599,False,False,connected,-0.2511667311191559,-9.771410942077637,-0.1265185922384262,0.0095759956166148,0.0129733914509415,-0.0014488897286355,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5439367294311523,2026-08-16T13:55:21.993905Z,2026-08-16T13:55:21.947000Z,2026-08-16T13:55:21.945962Z,2026-08-16T13:55:21.163132Z,-47.943,-783.868,46.905,False,False,connected,-0.2896235883235931,-9.78981590270996,-0.1445499211549759,0.0224827714264392,-0.0076108346693217,-0.000932618684601,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.543624222278595,2026-08-16T13:55:22.094227Z,2026-08-16T13:55:22.046000Z,2026-08-16T13:55:22.046054Z,2026-08-16T13:55:21.332054Z,-48.173,-713.946,48.227,False,False,connected,-0.2399439066648483,-9.786523818969728,-0.0949450582265853,0.0004996171337552,0.00584552064538,-0.0064284070394933,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5432509183883667,2026-08-16T13:55:22.290318Z,2026-08-16T13:55:22.274000Z,2026-08-16T13:55:22.245464Z,2026-08-16T13:55:21.504905Z,-44.854,-769.095,16.318,False,False,connected,-0.2599953413009643,-9.78293228149414,-0.1316062808036804,-0.0023148928303271,0.0035472817253321,-0.0009492725948803,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5429602861404419,2026-08-16T13:55:22.456071Z,2026-08-16T13:55:22.493000Z,2026-08-16T13:55:22.413484Z,2026-08-16T13:55:21.715920Z,-42.587,-777.08,-36.929,False,False,connected,-0.361299991607666,-9.711779594421388,-0.0113724581897258,0.0067281774245202,0.0176864471286535,0.0215668063610792,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5426664352416992,2026-08-16T13:55:22.663280Z,2026-08-16T13:55:22.601000Z,2026-08-16T13:55:22.615417Z,2026-08-16T13:55:21.855362Z,-47.863,-745.638,62.28,False,False,connected,-0.2724900841712951,-9.778143882751465,-0.2450315803289413,-0.008676684461534,0.0421177260577678,-0.0138060869649052,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5423702597618103,2026-08-16T13:55:22.840327Z,2026-08-16T13:55:22.810000Z,2026-08-16T13:55:22.801183Z,2026-08-16T13:55:22.029155Z,-39.144,-780.845,30.327,False,False,connected,-0.2409913688898086,-9.76632308959961,-0.0148141225799918,0.0092429174110293,-0.0086433766409754,0.0020983919966965,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5419915318489075,2026-08-16T13:55:23.013260Z,2026-08-16T13:55:23.020000Z,2026-08-16T13:55:22.966416Z,2026-08-16T13:55:22.237364Z,-46.844,-782.636,-6.74,False,False,connected,-0.2299181818962097,-9.79879379272461,-0.2142810523509979,-0.0033807426225394,-0.0279619060456752,0.0105585753917694,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5416309833526611,2026-08-16T13:55:23.170609Z,2026-08-16T13:55:23.117000Z,2026-08-16T13:55:23.125207Z,2026-08-16T13:55:22.378608Z,-45.402,-738.392,53.609,False,False,connected,-0.2816928029060364,-9.785476684570312,-0.0829740539193153,0.00168204435613,-0.0251140892505645,0.0001498851488577,False
session-20260816T134838Z-5e3c3f09,worker01,3d0c7f4c-ede9-4241-804c-bcab43cfad1b,1,esp32_cam_01,idle,0.85,standing,0.5413376688957214,2026-08-16T13:55:23.376290Z,2026-08-16T13:55:23.356000Z,2026-08-16T13:55:23.335314Z,2026-08-16T13:55:22.585172Z,-40.976,-770.828,20.29,False,False,connected,-0.3019686937332153,-9.79640007019043,-0.1533037275075912,0.0121406968683004,-0.0173700228333473,0.0072111408226192,False
