frame,video_time_sec,segment_id,segment_description,ground_truth,prediction,correct,primary_track_present,raw_activity,smoothed_activity,semantic_activity
953,86.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
954,86.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
955,86.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
956,86.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
957,86.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
958,87.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
959,87.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,walking,material_handling
960,87.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,walking,material_handling
961,87.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,walking,material_handling
962,87.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,walking,material_handling
963,87.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
964,87.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
965,87.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
966,87.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
967,87.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
968,87.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
980,89.000000,5,Carrying,carrying,material_handling,0,1,carrying,walking,material_handling
981,89.090909,5,Carrying,carrying,material_handling,0,1,carrying,walking,material_handling
982,89.181818,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
983,89.272727,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
984,89.363636,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
985,89.454545,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
986,89.545455,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
987,89.636364,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
988,89.727273,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
989,89.818182,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
990,89.909091,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
991,90.000000,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
992,90.090909,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
993,90.181818,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
994,90.272727,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
995,90.363636,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
996,90.454545,5,Carrying,carrying,material_handling,0,1,carrying,carrying,material_handling
997,90.545455,5,Carrying,carrying,material_handling,0,1,standing,carrying,material_handling
998,90.636364,5,Carrying,carrying,material_handling,0,1,standing,carrying,material_handling
999,90.727273,5,Carrying,carrying,material_handling,0,1,standing,carrying,material_handling
1000,90.818182,5,Carrying,carrying,carrying,1,1,standing,carrying,carrying
1001,90.909091,5,Carrying,carrying,standing,0,1,standing,standing,standing
1002,91.000000,5,Carrying,carrying,standing,0,1,standing,standing,standing
1003,91.090909,5,Carrying,carrying,standing,0,1,standing,standing,standing
1004,91.181818,5,Carrying,carrying,standing,0,1,standing,standing,standing
1005,91.272727,5,Carrying,carrying,standing,0,1,carrying,standing,standing
1006,91.363636,5,Carrying,carrying,standing,0,1,carrying,standing,standing
1007,91.454545,5,Carrying,carrying,standing,0,1,carrying,standing,standing
1008,91.545455,5,Carrying,carrying,standing,0,1,carrying,standing,standing
1009,91.636364,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1010,91.727273,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1011,91.818182,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1012,91.909091,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1013,92.000000,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1014,92.090909,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1015,92.181818,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1016,92.272727,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1017,92.363636,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1018,92.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1019,92.545455,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1020,92.636364,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1021,92.727273,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1022,92.818182,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1023,92.909091,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1024,93.000000,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1025,93.090909,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1026,93.181818,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1027,93.272727,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1028,93.363636,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1029,93.454545,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1030,93.545455,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1031,93.636364,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1032,93.727273,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1033,93.818182,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1034,93.909091,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1035,94.000000,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1036,94.090909,5,Carrying,carrying,walking,0,1,walking,walking,walking
1037,94.181818,5,Carrying,carrying,walking,0,1,walking,walking,walking
1038,94.272727,5,Carrying,carrying,walking,0,1,walking,walking,walking
1039,94.363636,5,Carrying,carrying,walking,0,1,walking,walking,walking
1040,94.454545,5,Carrying,carrying,walking,0,1,walking,walking,walking
1041,94.545455,5,Carrying,carrying,walking,0,1,walking,walking,walking
1042,94.636364,5,Carrying,carrying,walking,0,1,walking,walking,walking
1043,94.727273,5,Carrying,carrying,walking,0,1,walking,walking,walking
1044,94.818182,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1045,94.909091,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1046,95.000000,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1047,95.090909,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1048,95.181818,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1049,95.272727,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1050,95.363636,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1051,95.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1052,95.545455,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1053,95.636364,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1054,95.727273,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1055,95.818182,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1056,95.909091,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1057,96.000000,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1058,96.090909,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1059,96.181818,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1060,96.272727,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1061,96.363636,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1062,96.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1063,96.545455,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1064,96.636364,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1065,96.727273,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1066,96.818182,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1067,96.909091,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1068,97.000000,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1069,97.090909,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1070,97.181818,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1071,97.272727,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1072,97.363636,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1073,97.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1074,97.545455,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1075,97.636364,5,Carrying,carrying,carrying,1,1,standing,carrying,carrying
1076,97.727273,5,Carrying,carrying,carrying,1,1,standing,carrying,carrying
1077,97.818182,5,Carrying,carrying,carrying,1,1,standing,carrying,carrying
1078,97.909091,5,Carrying,carrying,carrying,1,1,standing,carrying,carrying
1079,98.000000,5,Carrying,carrying,standing,0,1,standing,standing,standing
1080,98.090909,5,Carrying,carrying,standing,0,1,standing,standing,standing
1081,98.181818,5,Carrying,carrying,standing,0,1,walking,standing,standing
1082,98.272727,5,Carrying,carrying,standing,0,1,walking,standing,standing
1083,98.363636,5,Carrying,carrying,standing,0,1,walking,standing,standing
1084,98.454545,5,Carrying,carrying,standing,0,1,walking,standing,standing
1085,98.545455,5,Carrying,carrying,walking,0,1,walking,walking,walking
1086,98.636364,5,Carrying,carrying,walking,0,1,walking,walking,walking
1087,98.727273,5,Carrying,carrying,walking,0,1,walking,walking,walking
1088,98.818182,5,Carrying,carrying,walking,0,1,walking,walking,walking
1089,98.909091,5,Carrying,carrying,walking,0,1,walking,walking,walking
1090,99.000000,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1091,99.090909,5,Carrying,carrying,walking,0,1,walking,walking,walking
1092,99.181818,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1093,99.272727,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1094,99.363636,5,Carrying,carrying,walking,0,1,carrying,walking,walking
1095,99.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1096,99.545455,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1097,99.636364,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1098,99.727273,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1099,99.818182,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1100,99.909091,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1101,100.000000,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1102,100.090909,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1103,100.181818,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1104,100.272727,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1105,100.363636,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1106,100.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1107,100.545455,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1108,100.636364,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1109,100.727273,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1110,100.818182,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1111,100.909091,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1112,101.000000,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1113,101.090909,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1114,101.181818,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1115,101.272727,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1116,101.363636,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1117,101.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1118,101.545455,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1119,101.636364,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1120,101.727273,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1121,101.818182,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1122,101.909091,5,Carrying,carrying,walking,0,1,walking,walking,walking
1123,102.000000,5,Carrying,carrying,walking,0,1,standing,walking,walking
1124,102.090909,5,Carrying,carrying,walking,0,1,standing,walking,walking
1125,102.181818,5,Carrying,carrying,walking,0,1,standing,walking,walking
1126,102.272727,5,Carrying,carrying,walking,0,1,standing,walking,walking
1127,102.363636,5,Carrying,carrying,standing,0,1,standing,standing,standing
1128,102.454545,5,Carrying,carrying,standing,0,1,carrying,standing,standing
1129,102.545455,5,Carrying,carrying,standing,0,1,carrying,standing,standing
1130,102.636364,5,Carrying,carrying,standing,0,1,carrying,standing,standing
1131,102.727273,5,Carrying,carrying,standing,0,1,carrying,standing,standing
1132,102.818182,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1133,102.909091,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1134,103.000000,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1135,103.090909,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1136,103.181818,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1137,103.272727,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1138,103.363636,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1139,103.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1140,103.545455,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1141,103.636364,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1142,103.727273,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1143,103.818182,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1144,103.909091,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1145,104.000000,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1146,104.090909,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1147,104.181818,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1148,104.272727,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1149,104.363636,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1150,104.454545,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1151,104.545455,5,Carrying,carrying,carrying,1,1,carrying,carrying,carrying
1152,104.636364,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1153,104.727273,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1154,104.818182,5,Carrying,carrying,carrying,1,1,walking,carrying,carrying
1155,104.909091,5,Carrying,carrying,carrying,1,1,bending,carrying,carrying
1167,106.000000,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,bending,material_handling
1168,106.090909,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,bending,material_handling
1169,106.181818,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,unknown,bending,material_handling
1170,106.272727,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1171,106.363636,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1172,106.454545,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,unknown,walking,material_handling
1173,106.545455,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1174,106.636364,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1175,106.727273,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1176,106.818182,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1177,106.909091,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1178,107.000000,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1179,107.090909,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1180,107.181818,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1181,107.272727,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1182,107.363636,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1183,107.454545,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1184,107.545455,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,carrying,walking,material_handling
1185,107.636364,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,carrying,walking,material_handling
1186,107.727273,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1187,107.818182,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,walking,walking,material_handling
1188,107.909091,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,walking,material_handling
1189,108.000000,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,walking,material_handling
1190,108.090909,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,walking,material_handling
1191,108.181818,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,walking,material_handling
1192,108.272727,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1193,108.363636,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1194,108.454545,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1195,108.545455,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1196,108.636364,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1197,108.727273,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1198,108.818182,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1199,108.909091,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1200,109.000000,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1201,109.090909,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1202,109.181818,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1203,109.272727,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1204,109.363636,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1205,109.454545,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1206,109.545455,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1207,109.636364,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1208,109.727273,6,Material handling - standing/manual handling,material_handling,standing,0,1,standing,standing,standing
1209,109.818182,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,standing,material_handling
1210,109.909091,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,standing,material_handling
1211,110.000000,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,standing,material_handling
1212,110.090909,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,standing,material_handling
1213,110.181818,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1214,110.272727,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1215,110.363636,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1216,110.454545,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1217,110.545455,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1218,110.636364,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1219,110.727273,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1220,110.818182,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1221,110.909091,6,Material handling - standing/manual handling,material_handling,idle,0,1,standing,idle,idle
1222,111.000000,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1223,111.090909,6,Material handling - standing/manual handling,material_handling,idle,0,1,standing,idle,idle
1224,111.181818,6,Material handling - standing/manual handling,material_handling,idle,0,1,standing,idle,idle
1225,111.272727,6,Material handling - standing/manual handling,material_handling,idle,0,1,standing,idle,idle
1226,111.363636,6,Material handling - standing/manual handling,material_handling,standing,0,1,idle,standing,standing
1227,111.454545,6,Material handling - standing/manual handling,material_handling,standing,0,1,idle,standing,standing
1228,111.545455,6,Material handling - standing/manual handling,material_handling,standing,0,1,idle,standing,standing
1229,111.636364,6,Material handling - standing/manual handling,material_handling,standing,0,1,idle,standing,standing
1230,111.727273,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1231,111.818182,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1232,111.909091,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1233,112.000000,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1234,112.090909,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1235,112.181818,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1236,112.272727,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1237,112.363636,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1238,112.454545,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1239,112.545455,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1240,112.636364,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1241,112.727273,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1242,112.818182,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1243,112.909091,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1244,113.000000,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1245,113.090909,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1246,113.181818,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1247,113.272727,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1248,113.363636,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1249,113.454545,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1250,113.545455,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1251,113.636364,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1252,113.727273,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1253,113.818182,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1254,113.909091,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1255,114.000000,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1256,114.090909,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1257,114.181818,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1258,114.272727,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1259,114.363636,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1260,114.454545,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1261,114.545455,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1262,114.636364,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1263,114.727273,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1264,114.818182,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1265,114.909091,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1266,115.000000,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1267,115.090909,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1268,115.181818,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1269,115.272727,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1270,115.363636,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1271,115.454545,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1272,115.545455,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1273,115.636364,6,Material handling - standing/manual handling,material_handling,idle,0,1,idle,idle,idle
1274,115.727273,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1275,115.818182,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1276,115.909091,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1277,116.000000,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1278,116.090909,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1279,116.181818,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1280,116.272727,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1281,116.363636,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,idle,material_handling
1282,116.454545,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,idle,material_handling
1283,116.545455,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1284,116.636364,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1285,116.727273,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1286,116.818182,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,idle,idle,material_handling
1287,116.909091,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,idle,material_handling
1288,117.000000,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,idle,material_handling
1289,117.090909,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,idle,material_handling
1290,117.181818,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,idle,material_handling
1291,117.272727,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1292,117.363636,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1293,117.454545,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1294,117.545455,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1295,117.636364,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1296,117.727273,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1297,117.818182,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1298,117.909091,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1299,118.000000,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1300,118.090909,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1301,118.181818,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1302,118.272727,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1303,118.363636,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1304,118.454545,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1305,118.545455,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
1306,118.636364,6,Material handling - standing/manual handling,material_handling,material_handling,1,1,standing,standing,material_handling
