frame,video_time_sec,segment_id,segment_description,ground_truth,prediction,correct,primary_track_present,raw_activity,smoothed_activity,semantic_activity
435,39.454545,3,Walking,walking,standing,0,1,standing,standing,standing
436,39.545455,3,Walking,walking,standing,0,1,standing,standing,standing
437,39.636364,3,Walking,walking,standing,0,1,standing,standing,standing
438,39.727273,3,Walking,walking,standing,0,1,walking,standing,standing
439,39.818182,3,Walking,walking,standing,0,1,walking,standing,standing
440,39.909091,3,Walking,walking,standing,0,1,walking,standing,standing
661,60.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
662,60.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
663,60.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
664,60.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
665,60.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
666,60.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
667,60.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
668,60.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
669,60.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
670,60.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
671,60.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
672,61.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
673,61.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
674,61.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
675,61.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
676,61.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
677,61.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
678,61.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
679,61.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
680,61.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
681,61.818182,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
682,61.909091,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
683,62.000000,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
684,62.090909,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
685,62.181818,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,carrying,standing,standing
686,62.272727,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,carrying,standing,standing
687,62.363636,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,walking,standing,standing
688,62.454545,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,walking,standing,standing
689,62.545455,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,walking,standing,standing
690,62.636364,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,walking,standing,standing
691,62.727273,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,unknown,walking,walking
692,62.818182,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
693,62.909091,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
694,63.000000,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
695,63.090909,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
696,63.181818,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
697,63.272727,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
698,63.363636,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,walking,bending,bending
699,63.454545,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,walking,bending,bending
700,63.545455,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,walking,bending,bending
701,63.636364,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,unknown,bending,bending
702,63.727273,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,unknown,walking,walking
703,63.818182,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,unknown,walking,walking
704,63.909091,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,standing,walking,walking
705,64.000000,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,standing,walking,walking
706,64.090909,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,standing,walking,walking
707,64.181818,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,standing,walking,walking
708,64.272727,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
709,64.363636,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
710,64.454545,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
711,64.545455,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
712,64.636364,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,standing,standing,standing
713,64.727273,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,idle,standing,standing
714,64.818182,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,idle,standing,standing
715,64.909091,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,idle,standing,standing
716,65.000000,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,idle,standing,standing
717,65.090909,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
718,65.181818,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
719,65.272727,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
720,65.363636,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
721,65.454545,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
722,65.545455,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
723,65.636364,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
724,65.727273,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
725,65.818182,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
726,65.909091,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
727,66.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,idle,material_handling
728,66.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,idle,material_handling
729,66.181818,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
730,66.272727,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
731,66.363636,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,standing,idle,idle
732,66.454545,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,standing,idle,idle
733,66.545455,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,standing,idle,idle
734,66.636364,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,standing,idle,idle
735,66.727273,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,unknown,standing,standing
736,66.818182,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,walking,standing,standing
737,66.909091,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,bending,standing,standing
738,67.000000,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,bending,standing,standing
739,67.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,standing,material_handling
740,67.181818,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,bending,standing,standing
741,67.272727,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
742,67.363636,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
743,67.454545,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
744,67.545455,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
745,67.636364,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
746,67.727273,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
747,67.818182,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
748,67.909091,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
749,68.000000,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
750,68.090909,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,walking,bending,bending
751,68.181818,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,walking,bending,bending
752,68.272727,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,unknown,bending,bending
753,68.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,bending,material_handling
754,68.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,bending,material_handling
755,68.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,bending,material_handling
756,68.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,bending,material_handling
757,68.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
758,68.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,standing,material_handling
759,68.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
760,69.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
761,69.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
762,69.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
763,69.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
764,69.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
765,69.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
766,69.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
767,69.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
768,69.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
769,69.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
770,69.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
771,70.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
772,70.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
773,70.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
774,70.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
775,70.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
776,70.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
777,70.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
778,70.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
779,70.727273,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
780,70.818182,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
781,70.909091,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
782,71.000000,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
783,71.090909,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
784,71.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,walking,material_handling
785,71.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
786,71.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
787,71.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
788,71.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
789,71.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
790,71.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
791,71.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
792,71.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
793,72.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
794,72.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
795,72.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
796,72.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
797,72.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
798,72.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
799,72.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,carrying,bending,material_handling
800,72.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
801,72.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
802,72.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
803,72.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
804,73.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,walking,material_handling
805,73.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,standing,material_handling
806,73.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,standing,material_handling
807,73.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,standing,material_handling
808,73.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,idle,material_handling
809,73.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,idle,material_handling
810,73.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,idle,material_handling
811,73.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,idle,material_handling
812,73.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,idle,material_handling
813,73.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,idle,idle,material_handling
814,73.909091,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
815,74.000000,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
816,74.090909,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
817,74.181818,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,standing,idle,idle
818,74.272727,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,standing,idle,idle
819,74.363636,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,walking,idle,idle
820,74.454545,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,walking,idle,idle
821,74.545455,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,walking,idle,idle
822,74.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,idle,material_handling
823,74.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
824,74.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
825,74.909091,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
826,75.000000,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
827,75.090909,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
828,75.181818,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
829,75.272727,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
830,75.363636,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
831,75.454545,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
832,75.545455,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
833,75.636364,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,bending,walking,walking
834,75.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,walking,material_handling
835,75.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
836,75.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
837,76.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
838,76.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
839,76.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
840,76.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
841,76.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
842,76.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
843,76.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
844,76.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,carrying,walking,material_handling
845,76.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
846,76.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
847,76.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
848,77.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,walking,material_handling
849,77.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
850,77.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
851,77.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
852,77.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
853,77.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
854,77.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
855,77.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
856,77.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
857,77.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
858,77.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
859,78.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
860,78.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
861,78.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
862,78.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
863,78.363636,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
864,78.454545,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
865,78.545455,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
866,78.636364,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
867,78.727273,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
868,78.818182,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
869,78.909091,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
870,79.000000,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
871,79.090909,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
872,79.181818,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
873,79.272727,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
874,79.363636,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
875,79.454545,4,Material handling - bending/picking up boxes,material_handling,__missing__,0,0,,,
876,79.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
877,79.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
878,79.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
879,79.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
880,79.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
881,80.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,walking,material_handling
882,80.090909,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
883,80.181818,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
884,80.272727,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,walking,walking,walking
885,80.363636,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,standing,walking,walking
886,80.454545,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,standing,walking,walking
887,80.545455,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,standing,walking,walking
888,80.636364,4,Material handling - bending/picking up boxes,material_handling,walking,0,1,idle,walking,walking
889,80.727273,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,idle,standing,standing
890,80.818182,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,idle,standing,standing
891,80.909091,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,idle,standing,standing
892,81.000000,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
893,81.090909,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
894,81.181818,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
895,81.272727,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
896,81.363636,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
897,81.454545,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
898,81.545455,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
899,81.636364,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
900,81.727273,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
901,81.818182,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,idle,idle,idle
902,81.909091,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,standing,idle,idle
903,82.000000,4,Material handling - bending/picking up boxes,material_handling,idle,0,1,standing,idle,idle
904,82.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,idle,material_handling
905,82.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,idle,material_handling
906,82.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
907,82.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
908,82.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
909,82.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
910,82.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
911,82.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
912,82.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
913,82.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
914,83.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
915,83.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
916,83.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
917,83.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,standing,material_handling
918,83.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,standing,material_handling
919,83.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,standing,material_handling
920,83.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,standing,material_handling
921,83.636364,4,Material handling - bending/picking up boxes,material_handling,standing,0,1,bending,standing,standing
922,83.727273,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
923,83.818182,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
924,83.909091,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
925,84.000000,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
926,84.090909,4,Material handling - bending/picking up boxes,material_handling,bending,0,1,bending,bending,bending
927,84.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
928,84.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
929,84.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
930,84.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
931,84.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
932,84.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
933,84.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,bending,bending,material_handling
934,84.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,walking,bending,material_handling
935,84.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,bending,material_handling
936,85.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,bending,material_handling
937,85.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,bending,material_handling
938,85.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,bending,material_handling
939,85.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
940,85.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
941,85.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
942,85.545455,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
943,85.636364,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
944,85.727273,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
945,85.818182,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
946,85.909091,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
947,86.000000,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
948,86.090909,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
949,86.181818,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
950,86.272727,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
951,86.363636,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
952,86.454545,4,Material handling - bending/picking up boxes,material_handling,material_handling,1,1,standing,standing,material_handling
