timestamp,frame,video_time_sec,track_id,raw_activity,smoothed_activity,semantic_activity,material_handling,material_confidence,confidence,velocity,ankle_motion,wrist_motion,wrist_hip_distance,torso_angle,knee_angle,mh_bending_ratio,mh_walking_ratio,mh_active_ratio,mh_wrist_motion,mh_pickup,mh_stationary,mh_standing_idle_ratio,mh_wrist_hip_distance
1786669346.0468132,1,0.0,1,unknown,unknown,unknown,0,0.0,0.3,0.0,0.0,0.0,1.0170421944855834,3.0335744591957625,38.77454000297597,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.108624,2,0.09090909090909091,1,carrying,carrying,carrying,0,0.0,0.7731422053215887,0.9152482837560938,0.44496529928419815,0.0,0.788570342202648,11.783555512820064,106.23575954489186,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.156351,3,0.18181818181818182,1,carrying,carrying,carrying,0,0.0,0.7295587365918369,0.45940038114144643,0.22468324349096033,0.019534821410963108,0.7159312276530616,14.924550669192428,128.4703501022054,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.194244,4,0.2727272727272727,1,carrying,carrying,carrying,0,0.0,0.7095445477046108,0.307488634953038,0.1525688421801277,0.016678469824578976,0.6825742461743514,16.491103828198323,139.59192983059012,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.2613826,5,0.36363636363636365,1,carrying,carrying,carrying,0,0.0,0.700971812238822,0.23341777665003619,0.11767905319867807,0.01875582790731908,0.66828635373137,17.400659508540485,146.26846010979642,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.2964807,6,0.45454545454545453,1,carrying,carrying,carrying,0,0.0,0.6952323059346046,0.1871933500681856,0.09469222266413009,0.014811186590187365,0.6587205098910077,18.02403160976451,150.66389665289097,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.4647346,7,0.5454545454545454,1,carrying,carrying,carrying,0,0.0,0.6892566364275978,0.1611455925520621,0.08273845927614444,0.03031838076748792,0.648761060712663,18.29348213361883,154.6378671684692,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.5000246,8,0.6363636363636364,1,carrying,carrying,carrying,0,0.0,0.6869806274920848,0.1425346345750793,0.0741334109382478,0.03997879518563976,0.6449677124868081,18.604332482465445,156.92963267472845,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.5531838,9,0.7272727272727273,1,carrying,carrying,carrying,0,0.0,0.685815473409142,0.12496812785575902,0.06593951721851786,0.03683121613672226,0.6430257890152367,18.867902971400422,158.76384415071476,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.6417127,10,0.8181818181818182,1,carrying,carrying,carrying,0,0.0,0.6839231336081979,0.11143172820811892,0.05949160723312183,0.03392894292435863,0.6398718893469965,19.09982706062415,160.21698821789155,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.6861546,11,0.9090909090909091,1,standing,carrying,carrying,0,0.0,0.75,0.01043153386525891,0.010847159064841107,0.03112217454758846,0.6035154514729143,20.887397982010864,173.65523025671877,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.724133,12,1.0,1,standing,carrying,carrying,0,0.0,0.75,0.010511078471577775,0.01111756780498378,0.030218999187338984,0.608393603852086,20.94067854502988,173.53487186994758,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.7775664,13,1.0909090909090908,1,standing,carrying,carrying,0,0.0,0.75,0.010900132301718431,0.010749920500337497,0.02990909638480982,0.611873243140095,20.89357344537086,173.5017403754783,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.8120203,14,1.1818181818181819,1,standing,carrying,carrying,0,0.0,0.75,0.010532357533858635,0.00999456837700759,0.028533143907134708,0.6145280202683875,20.78987966832402,173.47772712441028,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.8458533,15,1.2727272727272727,1,idle,standing,standing,0,0.0,0.85,0.010839012611287377,0.011016303918021098,0.029864394463476766,0.6139476736079865,20.73978885017538,173.46897400050275,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.9536483,16,1.3636363636363635,1,idle,standing,standing,0,0.0,0.85,0.008896485471523734,0.009553689089214381,0.020414467936087637,0.6129584876389558,20.646316193901427,173.53333315854286,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669346.9960263,17,1.4545454545454546,1,idle,standing,standing,0,0.0,0.85,0.005896706737300481,0.008134045563923584,0.011896877728268057,0.610991098266711,20.72183018405982,173.00676381777492,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669347.029777,18,1.5454545454545454,1,idle,standing,standing,0,0.0,0.85,0.00583213958916851,0.008104670291709101,0.010660427426394831,0.6104601402132713,20.723972120400866,173.0200224781716,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786669347.0673742,19,1.6363636363636365,1,idle,idle,idle,0,0.0,0.85,0.005765564995410484,0.008207947540154144,0.010846989476349081,0.6098171573183111,20.65383123864452,172.99601841740028,0.0,0.0,0.0,0.0,0,0,0.0,0.0
