timestamp,frame,video_time_sec,track_id,raw_activity,smoothed_activity,semantic_activity,material_handling,material_confidence,confidence,velocity,ankle_motion,wrist_motion,wrist_hip_distance,torso_angle,knee_angle,mh_bending_ratio,mh_walking_ratio,mh_active_ratio,mh_wrist_motion,mh_pickup,mh_stationary,mh_standing_idle_ratio,mh_wrist_hip_distance
1786839760.393476,264,10.52,1,walking,walking,walking,0,0.0,0.6051072562818022,0.10477773946726139,0.10891930613072438,0.07281053323372633,0.3184047880711532,5.88901726942167,160.17593850950445,0.0,0.5757575757575758,0.5757575757575758,0.0923911852191472,0,0,0.42424242424242425,0.3407521200283028
1786839760.4441538,265,10.56,1,walking,walking,walking,0,0.0,0.6,0.09255225515805515,0.09522364412198998,0.06715197777752953,0.31370647866334517,6.934130135773385,160.8586507950153,0.0,0.6060606060606061,0.6060606060606061,0.09379832968438176,0,0,0.3939393939393939,0.3370317435648868
1786839760.4751172,266,10.6,1,walking,walking,walking,0,0.0,0.6,0.08512669624508043,0.08951411671242303,0.07444628501468527,0.31950910542106953,7.894901347259028,161.61921977389935,0.0,0.6363636363636364,0.6363636363636364,0.09541273665893717,0,0,0.36363636363636365,0.3334296356988383
1786839760.504462,267,10.64,1,walking,walking,walking,0,0.0,0.6,0.07433973369804148,0.0774453942583915,0.0808343368036739,0.33720540417497796,8.480718305709782,163.2330974613499,0.0,0.6666666666666666,0.6666666666666666,0.09717109688605918,0,0,0.3333333333333333,0.3303536394146297
1786839760.5907118,268,10.68,1,walking,walking,walking,0,0.0,0.6,0.06233000338501435,0.0637693212367374,0.07449406171931741,0.36191917866872175,9.011702122543621,164.136909999461,0.0,0.696969696969697,0.696969696969697,0.09866256408500429,0,0,0.30303030303030304,0.3280924728516997
1786839760.621606,269,10.72,1,standing,walking,walking,0,0.0,0.75,0.04842727808815116,0.050402866218385106,0.06707604728141478,0.3899219771449543,9.299808940665026,165.92248319912383,0.0,0.696969696969697,0.696969696969697,0.09975222648767967,0,0,0.30303030303030304,0.32682313479394753
1786839760.6663737,270,10.76,1,standing,walking,walking,0,0.0,0.75,0.04927264763151702,0.048912367069066875,0.06643860584579113,0.41636097120535787,9.658065616532246,167.4187267185864,0.0,0.696969696969697,0.696969696969697,0.1007204230924012,0,0,0.30303030303030304,0.3266672018890398
1786839760.7293797,271,10.8,1,standing,walking,walking,0,0.0,0.75,0.04602828053238247,0.04383232597660267,0.06360041911255133,0.451687998234312,9.583267805584518,167.94969202106185,0.0,0.696969696969697,0.696969696969697,0.10152480267204778,0,0,0.30303030303030304,0.3280537497632233
1786839760.7676554,272,10.84,1,standing,walking,walking,0,0.0,0.75,0.04445288107713915,0.037640206723088605,0.06139344353537631,0.4695288099042392,9.108782006381766,168.22584907679845,0.0,0.696969696969697,0.696969696969697,0.10210578401489115,0,0,0.30303030303030304,0.3306195364300161
1786839760.9026096,273,10.88,1,standing,standing,standing,0,0.0,0.75,0.04655151141308678,0.03853985717410032,0.06980873918824151,0.48820612957849824,8.67566895777747,168.5796877868334,0.0,0.696969696969697,0.696969696969697,0.10269167496466453,0,0,0.30303030303030304,0.3344101786059769
1786839760.9536438,274,10.92,1,standing,standing,standing,0,0.0,0.75,0.049735887324405786,0.04376745277450521,0.07320034089127776,0.4960171354658069,8.069296346311166,169.26459581162038,0.0,0.696969696969697,0.696969696969697,0.10308316142788529,0,0,0.30303030303030304,0.33909155454974277
