timestamp,frame,video_time_sec,track_id,raw_activity,smoothed_activity,semantic_activity,material_handling,material_confidence,confidence,velocity,ankle_motion,wrist_motion,wrist_hip_distance,torso_angle,knee_angle,mh_bending_ratio,mh_walking_ratio,mh_active_ratio,mh_wrist_motion,mh_pickup,mh_stationary,mh_standing_idle_ratio,mh_wrist_hip_distance
1786836794.2628303,1,0.0,1,standing,standing,standing,0,0.0,0.75,0.0,0.0,0.0,0.5563345354993845,5.937754587650371,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836796.2894673,24,0.92,1,walking,walking,walking,0,0.0,0.7009178210735004,0.16822027705764012,0.0,0.06457634629618211,0.4572311622697777,19.40068879391987,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836796.4063783,25,0.96,1,walking,walking,walking,0,0.0,0.6,0.1063814428729876,0.0,0.14677152133577215,0.3733539239375419,23.58816669559435,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836796.7686536,28,1.08,1,walking,walking,walking,0,0.0,0.6,0.08956102732491662,0.0,0.1118332571057327,0.33865890750582045,26.107602716613712,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836797.110331,32,1.24,1,walking,walking,walking,0,0.0,0.6,0.09725249146996552,0.0,0.13089390325125472,0.299798723774752,26.189604110506103,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836797.2379105,33,1.28,1,walking,walking,walking,0,0.0,0.6,0.08960586425120567,0.0,0.14439078702483626,0.26951020467782694,27.77195242730279,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836797.4539466,35,1.36,1,walking,walking,walking,0,0.0,0.6,0.08005492878262033,0.0,0.12263016005574445,0.24115944852409324,28.908110037604445,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836797.5542262,36,1.4,1,walking,walking,walking,0,0.0,0.6,0.08212343783332014,0.0,0.12194604639472022,0.23114766812331372,28.752639969238707,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836797.6165104,37,1.44,1,standing,walking,walking,0,0.0,0.75,0.07361683757984122,0.0,0.12409252865923658,0.23042503922503957,27.899405744097,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836797.7873442,38,1.48,1,standing,walking,walking,0,0.0,0.75,0.07479229298521142,0.0,0.1404741556377197,0.2250578965710616,28.30358389021423,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836797.891677,39,1.52,1,standing,walking,walking,0,0.0,0.75,0.06630906720371967,0.0,0.1451423500406104,0.1643424363563584,29.99190568238443,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836798.0082228,40,1.56,1,standing,walking,walking,0,0.0,0.75,0.06518508419820732,0.0,0.14026182953017846,0.16254836959175456,29.283024849830372,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836798.115516,41,1.6,1,standing,standing,standing,0,0.0,0.75,0.06859723002392709,0.0,0.1411348151828012,0.17032136668684286,29.162284551614515,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836798.183024,42,1.64,1,standing,standing,standing,0,0.0,0.75,0.06167841600125955,0.0,0.16349079723193222,0.1755801878334469,28.852929161145177,,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1786836798.817003,47,1.84,1,unknown,standing,standing,0,0.0,0.3,0.06815758658415523,0.0,0.15767511088028024,0.1634026532164229,29.370764567313678,14.546744581772883,0.0,0.0,0.0,0.0,0,0,0.0,0.0
