frame_index,wall_ms,preprocess_ms,inference_ms,postprocess_ms
11,88.13092600030359,1.2010240025119856,85.83015600015642,0.2715010014071595
12,91.71538399823476,1.0452819988131523,89.1054100029578,0.40261299727717414
13,88.41746400139527,1.0572079991106875,86.27737999995588,0.26351899941801094
14,91.36279000085779,1.1216530001547653,89.02279899848509,0.31181600206764415
15,97.15614800006733,1.8437120015732944,93.21516800264362,0.2695200018933974
16,112.18382199876942,1.088375000108499,109.97436899924651,0.2975390016217716
17,89.36231999905431,0.9355969996249769,86.42849199895863,0.3272239991929382
18,108.81127100219601,1.3833390003128443,104.02525199970114,0.2760010029305704
19,91.7248469995684,1.0394119999546092,89.57915299833985,0.26427900229464285
20,88.78629899845691,2.135804999852553,84.54026199979126,0.27027899704989977
21,94.7765269993397,1.1087639977631625,92.54524000061792,0.3299829986644909
22,92.04553400195437,1.6399699998146389,87.29342199876555,0.26294600320397876
23,121.80217700006324,1.0162270009459462,119.70574299994041,0.2796869994199369
24,96.80790600032196,1.6523400008736644,93.97898600218468,0.2952599970740266
25,97.51259399854462,1.7341550010314677,94.72078600083478,0.2666299988050014
26,90.46821299853036,1.662006998230936,87.65466399927391,0.3009829997608904
27,89.72859900313779,0.9983190029743128,87.61071899789385,0.27689000125974417
28,86.84758599702036,1.0151160022360273,84.73413300089305,0.2690010005608201
29,82.26025200201548,1.046319001034135,80.0400570005877,0.35118599771521986
30,83.9183710013458,1.8261740005982574,80.36300399908214,0.2648350018716883
31,82.587123997655,1.6746000001148786,79.75650099979248,0.26313000125810504
32,88.80757600127254,0.9915039991028607,84.88996699816198,0.2627239991852548
33,83.7257769999269,0.957134001509985,80.78433899936499,0.27035300081479363
34,92.01262699934887,1.295080001000315,89.6346170011384,0.2658340017660521
35,83.01445899996907,1.0025960000348277,79.38038800057257,0.28442700204323046
36,93.9352269997471,1.9322119987918995,90.75728800235083,0.3142790010315366
37,106.62539199984167,1.0462639984325506,104.40499400283443,0.35801999911200255
38,90.23348900154815,1.0608199991111178,86.1507689987775,0.2658160010469146
39,87.08706899778917,1.077356999303447,84.84067099925596,0.2637599973240867
40,80.6290420005098,1.164060002338374,78.35429100305191,0.26402000003145076
41,88.79163199890172,0.9670969993749168,86.55004799948074,0.39546499829157256
42,83.26397800192353,1.4815989998169243,80.1801509987854,0.26651999723981135
43,81.2025259983784,1.1841159976029303,78.6591629985196,0.26390799757791683
44,89.98413700101082,1.8302110001968686,86.47984400158748,0.2632229989103507
45,82.72342100099195,1.0051149984064978,79.9361309982487,0.27124099869979545
46,89.61750500020571,1.0472819994902238,87.44012600072892,0.26692700339481235
47,79.73494600082631,1.0619860004226211,77.38871300171013,0.34378000054857694
48,120.29583699768409,1.4148949994705617,117.76166100025875,0.26472299941815436
49,105.29064599904814,2.9641610017279163,101.04886800036184,0.341112998285098
50,91.70510600233683,2.697308002097998,86.98280899989186,0.2933159994427115
51,84.10852000088198,1.9396190000406932,80.90798799821641,0.2758350019576028
52,81.43145199937862,1.6387659998144954,78.62660699902335,0.28133500018157065
53,84.76672599863377,1.1174489991390146,80.67409800059977,0.25950100098270923
54,80.45035599934636,2.0783609979844186,77.31191699713236,0.26231599986203946
55,85.40893200188293,1.133560999733163,83.12171899888199,0.27185300132259727
56,84.38002099865116,1.0794310001074336,82.190269997227,0.2658710000105202
57,82.97981099894969,0.9473559985053726,80.86835799986147,0.31476000003749505
58,84.63268800187507,0.9787439994397573,81.10515500084148,0.28250200193724595
59,79.79526100098155,0.9439300010853913,77.73064099819749,0.3024639991053846
60,93.13127899804385,1.8160260005970486,90.15926700158161,0.2681500009202864
61,82.23540100152604,2.013490000535967,78.9072940024198,0.2630749986565206
62,84.94507800060092,1.3938199990661815,82.37821600050665,0.2957050019176677
63,89.15481799704139,3.0803459994785953,84.9703749991022,0.26448199787409976
64,78.96299800268025,1.108133998059202,76.70300700192456,0.29464899853337556
65,88.22479599984945,1.7048039990186226,85.43304400154739,0.2667600019776728
66,80.41517099991324,1.0564859985606745,78.2614019990433,0.266409002506407
67,79.70216700050514,1.1796340004366357,77.34430600248743,0.2845570015779231
68,83.3327759974054,1.5085430022736546,80.20076200045878,0.3158530016662553
69,79.40229599989834,1.0491520006326027,77.21741600107634,0.26496399732423015
70,84.84515199961606,1.113356000132626,82.57242000036058,0.2704270009417087
71,80.98806199996034,1.7663040016486775,78.13682800042443,0.2651680006238166
72,80.50298500165809,1.4610799989895895,77.9180860008637,0.26566700034891255
73,89.09661500001675,0.9858560006250627,86.9771990001027,0.3026869999303017
74,80.06079800179577,1.1429309997765813,77.80352999907336,0.26072300170199014
75,85.54367399847251,0.9745589995873161,83.11669999966398,0.26640899886842817
76,82.08401099909679,1.0728749984991737,79.88416800071718,0.2659269994182978
77,83.12801500142086,1.0224670004390646,81.00833999924362,0.31140899955062196
78,96.2645519975922,1.0886349991778843,93.99300499717356,0.27876000240212306
79,101.6141480031365,0.9577080018061679,99.4759730019723,0.3553529968485236
80,129.71619299787562,1.2927650022902526,127.16947800072376,0.26937100119539537
81,100.07984500043676,0.95968900131993,98.0176510020101,0.28138999914517626
82,104.59403099957854,0.9445030009374022,102.59663399847341,0.27713099916581996
83,186.62911600040388,1.3476349995471537,183.8478639983805,0.3468159993644804
84,111.08850299933692,1.7119699987233616,106.83472600067034,0.26379699920653366
85,104.9541259999387,1.4328580000437796,102.38526299872319,0.2793530002236366
86,93.18120500029181,1.1369300009391736,90.91432499917573,0.26661300216801465
87,86.28114000021014,1.1130780003441032,83.97516699915286,0.2840009983628988
88,87.23566200205823,0.9133370003837626,83.94122200115817,0.2658160010469146
89,88.99059499890427,0.9696529996290337,86.71115999823087,0.44311300007393584
90,80.66902399878018,1.1319309996906668,78.27160599845229,0.30163100018398836
91,89.08150299976114,1.246042000275338,86.6724189982051,0.26037099814857356
92,86.25673200003803,1.1183940005139448,83.84322200072347,0.28279799880692735
93,81.43399000255158,0.9960970019164961,79.33355500063044,0.2596869999251794
94,81.48317499944824,1.1507640010677278,79.17635000194423,0.2943719991890248
